title,source_document_url,type,uuid,language,published_at,evaluation_type,sector,series,series_number,datainnsamling 1,datainnsamling 2,datainnsamling 3,datainnsamling 4,datainnsamling 5,method,length
"Prosjekt til fordypning, 2008",https://www.udir.no/tall-og-forskning/finn-forskning/rapporter/prosjekt-til-fordypning-delrapport-1-2008/,Ukategorisert,71bcf277-b7e9-494a-a15e-6c1831b66fef,nob,2009,Underveisevaluering,Utdanning og forskning,FAFO-notat,2008:27:00,Intervju,,,,,,239563
Riksrevisjonens undersøkelse av statens satsing på elektroniske innkjøp,,Riksrevisjonsrapport,71df8c84-afa6-40ce-adbe-e46661a6b940,nob,2005,Tidsuavhengig evaluering,Konstitusjonelle organer ,Dokument,3:5 (2004-2005),Intervju,Spørreskjema,Dokumentstudier,,,,111872
Real-Time Evaluation of Norway’s International Climate and Forest Initiative : Contributions to National REDD+ Processes 2007-2010,,Evaluering,71e4e931-4cc1-4c7d-afa6-80dbdc1b6654,eng,2010,Underveisevaluering,Internasjonalt,Evalueringsrapport,14/2010,Intervju,Spørreskjema,Dokumentstudier,Observasjon,,,267561
A Review of the Division of Systems Analysis of the Norwegian Defence Research Establishment (FFI),,Evaluering,71f23aec-3474-468c-8ec3-95db41b9bd3d,eng,1997,Tidsuavhengig evaluering,Forsvars- og sikkerhetspolitikk,,,Observasjon,,,,,,NULL
Rapport fra kvalitetssikring av prosjekt Konseptvalgutredning for Rv. 80 Løding – Bodø sentrum,,KVU/KS1/KS2,720f4e73-fe4a-4e97-8b15-9527497a2ed8,nob,2011,Forhåndsevaluering,Transport og kommunikasjon,,,Dokumentstudier,,,,,,130666
Building Blocks for Peace,,Evaluering,721239ee-7e96-4ede-afe8-d690c5bc8b70,eng,2014,Underveisevaluering,Internasjonalt,Evalueringsrapport,jun.14,Intervju,Dokumentstudier,Statistikk,Observasjon,,,325898
Evaluering av NANOMAT,,Evaluering,721e074c-a083-4df2-b0a5-26237e898dd3,eng,2011,Etterevaluering,Arbeid og velferd,,,Intervju,Spørreskjema,Dokumentstudier,Statistikk,,,472689
Sluttevaluering av Hedmarksmodellen,,Evaluering,722a37e4-45bc-45c4-8f3e-7e126f178ade,nob,2017,Underveisevaluering,Arbeid og velferd,Proba-rapport,2016-12,Intervju,Spørreskjema,Dokumentstudier,Observasjon,,,368046
Domstolsbehandling av saker om tilbakekall av statsborgerskap,,Evaluering,7236ced3-68b1-4df0-9f04-88cf47453fa2,nob,2018,Samfunnsøkonomisk analyse,Lov og rett,Rapport,2018/04,Statistikk,,,,,,113285
Vurderinger av årsaker og medvirkende faktorer som kan resultere i akutt utslipp til sjø fra petroleumsvirksomhet i Barentshavet og havområdene utenfor Lofoten,,Evaluering,723beea6-68ba-4c1b-941d-4d72950f74d6,nob,2010,Forhåndsevaluering,Energi,Rapport,PS-0357-RE-03,Dokumentstudier,,,,,,441756
"Evaluation of the Norwegian Programme for Development, Research and Education (NUFU) and of Norad’s Programme for Master Studies (NOMA)",,Evaluering,725d6b3e-0aa8-495b-b892-6100119da8d2,eng,2009,Etterevaluering,Internasjonalt,Evaluation Report,jul.09,Intervju,Spørreskjema,Dokumentstudier,,,,270774
Evaluering av handlingsplanen for mer entreprenørskap blant kvinner,,Evaluering,7280d5da-7f8c-496a-a93d-8ff2bd167e95,nob,2011,Underveisevaluering,Næringsliv,Rapport,20/2011,Intervju,Dokumentstudier,Statistikk,,,"Kvalitativ metode, inkl. dokumentstudier og semistrukturerte intervjuer",183074
Statlige krav til innrapportering fra frivillige organisasjoner og frivilligsentraler,,Evaluering,72831efd-fec7-4e50-b46b-74a81931a135,nob,2009,Tidsuavhengig evaluering,"Kultur, fritid og livssyn",,,Intervju,Dokumentstudier,,,,,303873
Ekstern kvalitetssikring (KS1) av KVU rv.15 Strynefjellet,,KVU/KS1/KS2,72841fd5-524d-4209-8017-d517c85f50e8,nob,2013,Forhåndsevaluering,Transport og kommunikasjon,,,Intervju,Dokumentstudier,Statistikk,,,,129611
Konseptvalgutredning Grenland,,KVU/KS1/KS2,729014aa-2035-4aab-9d7b-0970455d9d9f,nob,2010,Forhåndsevaluering,Transport og kommunikasjon,,,Dokumentstudier,Statistikk,Observasjon,,,,291990
Biologiske prosesser i sedimenter,,Evaluering,72b31c10-ed0c-4eb8-a917-2084b92d866f,nob,2006,Forhåndsevaluering,Miljø,Bioforsk rapport,1(2006)nr. 123,Dokumentstudier,Statistikk,Observasjon,,,Analysemetode,101462
Review of the Norwegian Esther Program (The FK Health Exchange program): final report,,Evaluering,72e1c7b1-ac29-43fc-aea3-5a93567e7b4e,eng,2012,Underveisevaluering,Internasjonalt,,,Intervju,Spørreskjema,Dokumentstudier,,,"Kvalitativ metode, intervjuer",115096
Calculating the real return of the Norwegian Government Pension Fund Global by alternative measures of the deflator ,,Evaluering,72e6d786-4c89-4bc1-8295-5428e0595dea,eng,2014,Samfunnsøkonomisk analyse,Økonomi,,,Dokumentstudier,Statistikk,,,,,107486
Regionale sentre for likestilling og mangfold,https://www.regjeringen.no/no/dokumenter/regionale-sentre-for-likestilling-og-man/id614482/,Ukategorisert,72f575a6-27c4-4ae9-bf0b-874d1b75d781,nob,2010,Underveisevaluering,Likestilling,AFIs rapportserie,Unumm./2010,Intervju,Observasjon,,,,,NULL
Statens institutt for forbruksforskning(SIFO) - en evaluering,,Evaluering,72f983b7-c90e-4b6f-a2ec-3fd5c9d6bfab,nob,2006,Tidsuavhengig evaluering,Forbruker,,,Intervju,Spørreskjema,Dokumentstudier,,,,147331
De små skritts vei mot mestring : rehabilitering tar tid,,Evaluering,7301fd95-ff1a-4a8b-98a1-987d67a1fff2,nob,2013,Underveisevaluering,Arbeid og velferd,Prosjektrapport / Agderforskning,sep.13,Intervju,,,,,Intervjuguide med åpne spørsmål,74181
"Evaluering av NHO Buskerud sitt prosjekt ""Arbeidskraft uten merkelapp""",,Evaluering,7314dd52-6198-419e-990b-1e724588de44,nob,2012,Underveisevaluering,Arbeid og velferd,SINTEF rapport,A23087,Intervju,Dokumentstudier,Observasjon,,,"Deltakende observasjon, personlige intervju, gruppeintervju, gruppesamtaler",117739
"Kartlegging av tetrakloreten (""PER"") i avfallsstrømmen fra renseribransjen",,Evaluering,732f7323-b386-4c79-a091-78bce26923cb,nob,2009,Underveisevaluering,Miljø,,,Dokumentstudier,Observasjon,,,,,52426
"Norsk deltakelse i ESAs frivillige programmer og støtteordningen ""Nasjonale følgemidler"" - en samfunnsøkonomisk analyse",,Evaluering,7354cc9e-c485-4df1-b7a2-c5b58a6e2629,nob,2016,Samfunnsøkonomisk analyse,Næringsliv,Rapport,2016:37:00,Intervju,Spørreskjema,Dokumentstudier,Statistikk,,,178222
Fremtidig dekommisjonering av de nukleære anleggene i Norge,,KVU/KS1/KS2,735a90b7-9995-4e2b-9248-c48c02a0c02c,nob,2015,Samfunnsøkonomisk analyse,Næringsliv,,,Intervju,,,,,"Samfunnsøkonomisk analyse, nåverdiberegninger",443725
Brukerbasert evaluering av det kommunale tjenestetilbudet for barn og unge med psykiske vansker,,Evaluering,738d95b8-3fcb-47d6-afd1-3f7505b7c744,nob,2005,Tidsuavhengig evaluering,Helse og omsorg,SINTEF rapport,A055005,Spørreskjema,,,,,,168409
Spørsmål til Skole-Norge høsten 2016,,Evaluering,739512c8-7958-40ea-a5c8-e2f9b69a4154,nob,2017,Underveisevaluering,Utdanning og forskning,Rapport,2016:46:00,Spørreskjema,,,,,Kvantitativ metode,215585
Intervention Logic - Evaluation of the introduction of theorybased planning at RCN,,Evaluering,73dd9991-4c82-46b3-b45d-910099c9ca0d,eng,2020,Underveisevaluering,Offentlig forvaltning,,,Intervju,Spørreskjema,Dokumentstudier,,,,127392
Evaluering av ordinære arbeidsmarkedstiltak påbegynt 4. kvartal: dokumentasjon og analyse av effekter november 2005,,Evaluering,73ea9ff5-20e3-4048-bdde-411d318829a4,nob,2006,Etterevaluering,Arbeid og velferd,Rapport,27/2006,Statistikk,,,,,,244347
A Synthesis of Evaluations of Environmental Development Assistance by Multilateral Organisations,,Evaluering,7402583a-766b-439f-8d05-54a108c76f87,eng,2009,Samfunnsøkonomisk analyse,Internasjonalt,Study,feb.09,Dokumentstudier,,,,,,296280
Riksrevisjonens undersøkelse av Kripos,,Riksrevisjonsrapport,7407333b-8f38-4c19-b8d2-a51cfce4cf2f,nob,2004,Tidsuavhengig evaluering,Konstitusjonelle organer ,Dokument,3:5 (2003-2004),Intervju,Dokumentstudier,,,,,195510
"Evaluering av kampanjen ""si ifra"" i Vestfold og Aust- og Vest Agder",,Evaluering,746e6c1e-7d62-468b-a889-4df09f8be8ad,nob,2007,Etterevaluering,Transport og kommunikasjon,SINTEF rapport,A3827,Spørreskjema,,,,,Spørreundersøkelse,79975
Evaluering av TOPP,,Evaluering,74795105-9be2-4dc0-9475-b2616a400853,nob,2012,Underveisevaluering,Arbeid og velferd,Rapport,295,Intervju,Spørreskjema,,,,Hele populasjonen i prosjektet ble intervjuet. Personlige intervjuer. ,145619
Statlege selskap og føretak med sektorpolitiske mål,,Evaluering,747a9ab9-66f8-4f23-901c-c88e3ce756ac,nno,2011,Tidsuavhengig evaluering,Offentlig forvaltning,Rapport,mai.11,Intervju,Dokumentstudier,,,,"Arbeidet er bygd på studiar av dokument, supplert med intervju med representantar frå eigardepartement og frå leiinga i dei selskapa og føretaka som er med i kartlegginga.",109829
Erfaringer med bruk av lavenergi og passivhus yrkesbygg,,Evaluering,7483312c-fba7-4ca3-b732-1d40fab20850,nob,2013,Tidsuavhengig evaluering,Bolig og eiendom,,,Intervju,Spørreskjema,,,,,187449
Evaluering av Strategiske høgskoleprosjekter,,Evaluering,74944552-d882-4251-ac59-7e8eaa591be0,nob,2016,Underveisevaluering,Utdanning og forskning,Rapport,33-2016,Intervju,Spørreskjema,Dokumentstudier,,,,235856
Kompetansekrav i norsk landbruk,https://www.fafo.no/zoo-publikasjoner/fafo-rapporter/item/kompetansekrav-i-norsk-landbruk,Ukategorisert,74b4ed73-6cdf-4b74-8fa4-bce67bf4cf12,nob,,Forhåndsevaluering,"Mat, fisk og landbruk",Fafo-rapport,463,Intervju,Dokumentstudier,Statistikk,,,"Innhente synspunkter fra et stort utvalg aktører. Ordne, systematisere og drøfte synspunktene",229531
Rapport fra kvalitetssikring av konseptvalgutredning for nytt logistikknutepunkt i Trondheimsregionen,,KVU/KS1/KS2,74e5f2a1-32ad-4638-bae3-c68203f5daad,nob,2012,Forhåndsevaluering,Transport og kommunikasjon,,,Intervju,Dokumentstudier,Observasjon,,,Gjennomgang av konseptvalgutredning (KVU) i tråd med metodekrav i gjeldende rammeavtale,227042
"""Vi får satt fokus, blir bevisstgjort og må skjerpe faget vårt ekstra…""",,Evaluering,74eb3b32-eae1-41ac-a545-0dc39ea558b9,nob,2013,Etterevaluering,Helse og omsorg,Rapport fra Helsetilsynet,jun.13,Intervju,Spørreskjema,,,,,149285
Evaluation of CESAR’s Activities in the Middle East Funded by Norway,https://www.norad.no/om-bistand/publikasjon/2010/evaluation-of-cesars-activities-in-the-middle-east-funded-by-norway/,Evaluering,7516b817-acee-44c1-b9b3-8a8a2fd96dd9,eng,2009,Etterevaluering,Internasjonalt,Evalueringsrapport,mar.04,Intervju,Dokumentstudier,,,,,302098
Alternativer til sykehusinnleggelse for eldre og pasienter med kronisk sykdom,,Evaluering,7518deae-08e2-4ec1-b018-4b69d64ef613,nob,2010,Tidsuavhengig evaluering,Helse og omsorg,,,Dokumentstudier,,,,,,83323
Vurdering av NIS fartsområdebegrensning og innretning av nettolønnsordningen ,,Evaluering,75239254-e150-4357-afb6-ded18a600e59,nob,2014,Samfunnsøkonomisk analyse,Transport og kommunikasjon,,,,,,,,,136234
Evalueringsrapport,,Evaluering,755535f2-31c2-4718-9cd4-96ffb4c9a6c8,nob,2012,Underveisevaluering,Samfunnssikkerhet,,,Intervju,Observasjon,,,,Utvalgte evaluatorer,63422
Verdier på spill - kunstnerisk handlingsrom i teatret,,Evaluering,7592dd6f-c917-43dc-b1a7-20cb136070d2,nob,2016,Underveisevaluering,"Kultur, fritid og livssyn",,,Intervju,Spørreskjema,Dokumentstudier,Statistikk,Observasjon,,164644
Nye kriterier for Husbankens grunnlån til oppføring ,,Evaluering,75aa3c33-60b1-4379-bd8b-67a7dbb5b2e0,nob,2016,Underveisevaluering,Bolig og eiendom,,,Intervju,Dokumentstudier,Statistikk,,,,141790
Realkompetanse innen høyere utdanning,,Evaluering,75b3ac58-d322-4ae9-959a-990afc144a6a,nob,2010,Etterevaluering,Utdanning og forskning,,,Intervju,Dokumentstudier,Observasjon,,,,133681
Evaluering av verneplanen for barskog,,Evaluering,75ce0dd2-c752-4e27-b53d-813a91702780,nob,1995,Etterevaluering,Miljø,NINA fagrapport,aug.95,Dokumentstudier,,,,,,153169
Evaluering av politidistriktenes håndtering av saker oversendt fra Spesialenheten for administrativ behandling,,Evaluering,75daed70-7891-46bf-9591-544d1dd3b112,nob,2015,Underveisevaluering,Lov og rett,,,Spørreskjema,Dokumentstudier,Statistikk,,,,47966
Health effects of amines and derivatives associated with CO2 capture,,Evaluering,75ef4a02-a219-4f84-a4cc-52f32252dedd,eng,2011,Underveisevaluering,Miljø,,,Dokumentstudier,Observasjon,,,,,116622
Kraftetterspørselens kortsiktige prisrespons vinteren 2009/2010,,Evaluering,75f3b779-249e-4a98-b493-4a396ef37df4,nob,2011,Samfunnsøkonomisk analyse,Energi,Rapport,2011/07,Spørreskjema,Statistikk,,,,"Det er gjennomført en økonometrisk analyse av aggregerte forbruks- og prisdata på timenivå, for å finne ut hvordan kraftforbruket i de ulike prisområdene responderte på prisendringer på kort sikt. Det er også studert statistikk for utviklingen i bruk eller kjøp av alternative energikilder og alternative energiteknologier. I tillegg er det gjennomført en spørreundersøkelse i kraftkrevende industri. Data er hentet fra NordPool Spot og Meteorologisk Institutt og tilsvarende enheter fra de andre nordiske landene. ",114724
Kostnader og leveårsgevinster ved medikamentell primærforebygging av hjertekarsykdom,,Evaluering,76094a4a-5c99-40a3-955d-696cf42c517d,nob,2008,Tidsuavhengig evaluering,Helse og omsorg,Rapport fra Kunnskapssenteret,34-2008,Dokumentstudier,,,,,,212205
En robust instituttsektor,,Evaluering,7614d846-dadd-4a3d-9301-1a890cf59b73,nob,2010,Forhåndsevaluering,Utdanning og forskning,,,,,,,,,72703
Evaluering av Inn på tunet-Løftet,,Evaluering,764e02bc-9f9a-4108-a8c8-a3d529df5ea9,nob,2015,Tidsuavhengig evaluering,Kommuner og distrikter,,,Intervju,Spørreskjema,Dokumentstudier,,,,164562
Kunnskaper om og holdninger til trafikksikkerhet - 2008,,Evaluering,76818b67-0385-48cf-860f-c09f03f6cfcb,nob,2009,Tidsuavhengig evaluering,Transport og kommunikasjon,TØI-rapport,1023/2009,Intervju,Spørreskjema,,,,,194925
E.coli-saken,,Evaluering,768249b4-0964-4e18-b0bf-0e18103c0ad2,nob,2006,Etterevaluering,Offentlig forvaltning,,,Spørreskjema,Dokumentstudier,Observasjon,,,,560999
Myter og fakta om køprising,,Evaluering,76aea61b-da36-4da6-86d9-642edf18b233,nob,2009,Samfunnsøkonomisk analyse,Transport og kommunikasjon,TØI-rapport,1010/2009,Dokumentstudier,,,,,,131172
Methodological development and evaluation of 30-day mortality as quality indicator for Norwegian hospitals,,Evaluering,76be938f-e551-4df7-af3f-813a9dcd833b,eng,2005,Tidsuavhengig evaluering,Helse og omsorg,Rapport fra Kunnskapssenteret,apr.05,Statistikk,,,,,,468105
Senterutvikling mot 2020,,Evaluering,771fcc93-644f-455f-b4cd-bb7c0ced9653,nob,2011,Tidsuavhengig evaluering,Næringsliv,NIBR-rapport,2011:09:00,Statistikk,,,,,,132707
Vurdering av frekvenser relater til akutt uslipp til sjø fra petroleumsvirksomhet i Nordsjøen og Skagerrak i perioden 2010 til 2030,,Evaluering,7727be3c-b1d3-4748-aa41-0a08b3d209df,nob,2011,Underveisevaluering,Offentlig forvaltning,,,Dokumentstudier,,,,,Metoden er utviklet i Ptil i samarbeid med konsulent ,161381
Inter-Ministerial Cooperation,,Evaluering,7736d157-496f-472f-a414-a463d38b65f6,eng,2006,Samfunnsøkonomisk analyse,Internasjonalt,Evalueringsrapport,jan.06,Intervju,Dokumentstudier,,,,,303774
Kulturkunnskap i en kunnskapskultur. Evaluering av forsøk med Den kulturelle skolesekken i videregående skole.,,Evaluering,774541bc-3b87-4ccc-97f2-8ec413818a92,nob,2009,Underveisevaluering,"Kultur, fritid og livssyn",TF-rapport,254/2009,Intervju,Spørreskjema,Dokumentstudier,Observasjon,,"Casestudie: Syv fylker deltok i forsøksordningen, og av disse ble 2 fylker valgt som case. Valget av casefylker baserte seg på noen dimensjoner som fikk fram forskjeller og mangfold i ordningen. Hordaland ble valgt fordi det var det eneste av forsøksfylkene som ikke hadde hatt et tilbud til videregående skoler tidligere. I motsetning til Hordaland, ble Aust-Agder valgt på grunn av erfaring med å drive kulturformidling i videregående skole. Fylkene kan for øvrig sammenlignes med at begge har to store byer og mange mindre tettsteder og bygder. Kvantitative intervjuer: Kvalitative intervjuer i to runder, første runde ansikt til ansikt med informantene (n=31) og andre runde pr. telefon (n=12). Informantene ble plukket ut av blant tre grupper; administrasjonen i fylkeskommunen, lærere/rektorer og utøvere. Surveyundersøkelse: Undersøkelsen besto av en generell del som elever fra alle syv fylkene fikk tilbud om å besvare, samt en konkret del som kun elever fra de to casefylkene besvarte. Til sammen 533 elever besvarte undersøkelsen, noe som er en forholdsvis lav svarprosent.",223275
Ett år med arbeidslivsfaget,,Evaluering,7767a73b-8414-4bd7-9d36-48f6f13dfee7,nob,2012,Underveisevaluering,Utdanning og forskning,NOVA-rapport,jan.12,Intervju,Spørreskjema,Observasjon,,,,255438
Kvalitet som forhandling,,Evaluering,7780f1a1-269c-4520-a302-019e5b369ab2,nob,2006,Underveisevaluering,Utdanning og forskning,,,Dokumentstudier,,,,,,70106
Ein resept å gå for?,,Evaluering,77901a5d-d7f7-426d-817a-cd6b3556d5e5,nno,2008,Etterevaluering,Helse og omsorg,Arbeidsrapport,225,Intervju,Spørreskjema,,,,,348455
Riksrevisjonens undersøkelse om tildeling og utmåling av hjelpestønad til barn og unge under 18 år,,Riksrevisjonsrapport,77bb38e2-8f17-44be-b3e7-d29eef0c11e1,nob,2000,Tidsuavhengig evaluering,Konstitusjonelle organer ,Dokument,3:5 (2000-2001),Intervju,Dokumentstudier,Statistikk,,,,199124
Riksrevisjonens undersøkelse av forvaltningspraksis ved tildeling av utvinningstillatelser i petroleumssektoren,,Riksrevisjonsrapport,77e0c6e5-e824-4131-a217-145067a2cdb0,nob,2010,Tidsuavhengig evaluering,Konstitusjonelle organer ,Riksrevisjonens administrative rapporter,jan.10,Intervju,Dokumentstudier,Observasjon,,,,204591
Individuell plan som virkemiddel for ledelse og samordning av tjenester i kommunene,,Evaluering,77e39e62-9ada-4250-a1e1-2d210744e932,nob,2013,Tidsuavhengig evaluering,Kommuner og distrikter,Rapport,feb.13,Intervju,Spørreskjema,Dokumentstudier,,,,132324
Evaluering av REGMODELL,,Evaluering,77f4314b-d2e5-41a0-80dd-7aaa6d4daabf,nob,2017,Etterevaluering,Offentlig forvaltning,,,Intervju,Dokumentstudier,,,,,122866
Bruk av evaluering i statlig styring,,Evaluering,7805bbef-ffa7-40ad-8b55-cfed0088cb27,nob,2016,Tidsuavhengig evaluering,Offentlig forvaltning,,,Intervju,Spørreskjema,Dokumentstudier,,,Spørreundersøkelse og personlig intervju med representativt utvalg,153857
Evaluering av Norsk Akkreditering,,Evaluering,7805df59-c8d7-4569-aca2-7bef5bdff189,nob,2010,Underveisevaluering,Offentlig forvaltning,,,Intervju,Dokumentstudier,,,,,154081
Evaluering av forsøk med tilgang til Internett på eksamen 2014-2015,,Evaluering,781eea0d-8509-461d-8bbe-eeeb07a22a95,nob,2015,Underveisevaluering,Utdanning og forskning,,,Intervju,Spørreskjema,Dokumentstudier,Observasjon,,,352811
Konfliktråd i fengsel,,Evaluering,7834e90f-29ad-4f99-8154-c4399654476b,nob,2004,Underveisevaluering,Offentlig forvaltning,Skriftserien,115,Intervju,,,,,,120730
Evaluation of Norwegian Business- related Assistance Uganda Case Study,,Evaluering,7835af40-790a-44c3-91eb-280bd0171fd3,eng,2010,Etterevaluering,Internasjonalt,Study,jun.10,Intervju,Dokumentstudier,,,,,327897
Overvåking av elvemusling i Norge,,Evaluering,78434c3c-2211-4665-a9a4-9a2c4452e0b7,nob,2009,Underveisevaluering,Miljø,NINA rapport,443/2009,Observasjon,,,,,,73418
Evaluering av Landbrukshelsen,,Evaluering,78537e92-1332-40e3-ab71-b43c90240768,nob,2000,Underveisevaluering,"Mat, fisk og landbruk",ØF-rapport,jan.00,Intervju,Spørreskjema,Dokumentstudier,,,"Gjennomgang av målsettinger, medlemsutvikling, organisasjonsstruktur og tjenesteproduksjon. Innhente synspunkter fra et stort utvalg medlemmer. Dokumentanalyser. En kombinasjon av kvantitativ og kvalitativ metode.",NULL
Direktoratenes trainee-program for personer med funksjonsnedsettelser,https://www.fafo.no/zoo-publikasjoner/fafo-rapporter/direktoratenes-trainee-program-for-personer-med-funksjonsnedsettelser,Ukategorisert,786d5625-64c4-4a41-ad0a-e476da87789f,nob,2010,Etterevaluering,Innvandring og inkludering,Fafo-rapport,2010:23:00,Intervju,Spørreskjema,,,,,216930
Fra flodbølgekatastrofe i Asia til krise i Midtøsten - hva har vi lært?,,Evaluering,78742c58-e154-442d-b392-d44abfec904f,nob,2007,Etterevaluering,Samfunnssikkerhet,,,Intervju,,,,,,162513
"Fraværet er redusert, men... Tilpasninger og konsekvenser av fraværsgrensen i videregående opplæring",,Evaluering,7894939f-3cc1-4401-af1f-86b7066728f7,nob,2017,Underveisevaluering,Utdanning og forskning,Fafo-rapport,2017:33:00,Intervju,Spørreskjema,Statistikk,,,,201698
Hager i skiftende landskap,,Evaluering,78ab55a9-1ef0-41af-98b6-0a2af802a433,nob,2008,Etterevaluering,Kommuner og distrikter,Rapport,nov.08,Intervju,Spørreskjema,,,,Totalpopulasjon. Statistisk analyse. Oppsummering av dybdeintervju.,204018
Korleis kan distriktskommunar arbeide med berekraftig utvikling?,,Evaluering,78ac6fa3-3d68-4d33-a218-7969b7c27705,nno,2020,Tidsuavhengig evaluering,Kommuner og distrikter,,,Dokumentstudier,,,,,,97174
